lat,lng,RouteId,RouteVarId
"[10.87380505, 10.87364101, 10.87382603, 10.8741684, 10.87403679, 10.87373638, 10.87350941, 10.87341499, 10.87348843, 10.87359905, 10.87380981, 10.87436867, 10.87456322, 10.87500572, 10.87504768, 10.87483215, 10.87445259, 10.87409401, 10.87374115, 10.87337303, 10.87266636, 10.87182903, 10.87110233, 10.8702383, 10.86963749, 10.86903667, 10.86846256, 10.86783028, 10.86760426, 10.86703491, 10.86603451, 10.86604977, 10.86604977, 10.86604977, 10.86604977, 10.86604977, 10.86604977, 10.86604977, 10.86604977, 10.85189342, 10.85037613, 10.84827995, 10.84827995, 10.84827995, 10.83494473, 10.83494473, 10.83494473, 10.82243061, 10.81610775, 10.809659, 10.80801487, 10.8064127, 10.80493736, 10.80409431, 10.80346203, 10.80292511, 10.80292511, 10.80292511, 10.79806614, 10.7984457, 10.80015278, 10.8000803, 10.8004303, 10.80074024, 10.80097008, 10.80121994, 10.80140018, 10.80150986, 10.8015604, 10.80156994, 10.80158043, 10.80160999, 10.80160046, 10.80156994, 10.80148029, 10.80144978, 10.80134964, 10.80107021, 10.8007803, 10.80035019, 10.80004978, 10.79975033, 10.7990799, 10.79858017, 10.79743004, 10.79528046, 10.79475975, 10.79452991, 10.79389954, 10.79294968, 10.79273033, 10.79259968, 10.79257011, 10.79251003, 10.79242039, 10.79236984, 10.79166985, 10.79051018, 10.7912302, 10.79166031, 10.79183006, 10.79125023, 10.79136944, 10.78229427, 10.78229427, 10.77807331, 10.77805233, 10.77817822, 10.77817822, 10.77805233, 10.77787304, 10.77760983, 10.7771616, 10.7771616, 10.77523804, 10.77345657, 10.77324009, 10.77131748, 10.77005291, 10.76822948, 10.76773357, 10.76107979, 10.76107979, 10.76000023, 10.75996971, 10.75990009, 10.75979042, 10.75975037, 10.75973034, 10.75654984, 10.75623989, 10.75594044, 10.75557041, 10.7551403, 10.75519562, 10.75519562, 10.7551403, 10.7546587, 10.7543745, 10.75204468, 10.75161743, 10.75083733, 10.75088501, 10.75101185, 10.7510376, 10.751091, 10.75107479, 10.75102234, 10.75097466, 10.75112247, 10.74976254, 10.7496357, 10.74981022, 10.74981022, 10.74981022, 10.7498579, 10.74919319, 10.74553585, 10.74553585, 10.74553585, 10.7454195, 10.74564075, 10.74574661, 10.74560928, 10.74546242, 10.74121952, 10.74089813, 10.74070454, 10.74070454]","[106.80202484, 106.80203247, 106.8013382, 106.8006134, 106.80056, 106.8012619, 106.80200195, 106.80282593, 106.80368805, 106.80440521, 106.80475616, 106.80511475, 106.80513763, 106.8052063, 106.80541992, 106.80607605, 106.80670929, 106.80742645, 106.80782318, 106.80821228, 106.80760956, 106.80706024, 106.80643463, 106.80589294, 106.80522156, 106.80472565, 106.80406952, 106.80396271, 106.80368042, 106.80290221999999, 106.80123138, 106.80111694, 106.80111694, 106.80111694, 106.80111694, 106.80111694, 106.80111694, 106.80111694, 106.80111694, 106.77706909, 106.77466583, 106.77298737, 106.77298737, 106.77298737, 106.76524353, 106.76524353, 106.76524353, 106.75835419, 106.75732422, 106.75616455, 106.75543976, 106.75444794, 106.7529068, 106.75170135, 106.75032806, 106.74794769, 106.74794769, 106.74794769, 106.7220459, 106.72024536, 106.71744537, 106.7171936, 106.71645355, 106.7157135, 106.71513367, 106.71440125, 106.71382904, 106.71334839, 106.71253967, 106.71147156, 106.71144104, 106.71137238, 106.71128082, 106.71121979, 106.71060944, 106.71018982, 106.70966339, 106.7088623, 106.70812988, 106.70735931, 106.7068634, 106.70645142, 106.70567322, 106.70514679, 106.7040863, 106.70204163, 106.7015686, 106.70137024, 106.70089722, 106.69998932, 106.69970703, 106.69943237, 106.69933319, 106.69924927, 106.69918823, 106.69915771, 106.69857025, 106.69740295, 106.6966095, 106.69613647, 106.69589233, 106.69528961, 106.69523621, 106.68624115, 106.68624115, 106.68211365, 106.68196869, 106.68178558, 106.68160248, 106.68141174, 106.68130493, 106.68104553, 106.68077087, 106.68077087, 106.67954254, 106.67694855, 106.67678833, 106.67369843, 106.67156219, 106.66821289, 106.66710663, 106.66861725, 106.66861725, 106.66886902, 106.66880798, 106.66876221, 106.66876984, 106.66880798, 106.66883087, 106.66651154, 106.66629791, 106.66513824, 106.6633606, 106.66108704, 106.66107178, 106.66107178, 106.66108704, 106.65843964, 106.65836334, 106.65888214, 106.65893555, 106.65904999, 106.65744781, 106.65645599, 106.65545654, 106.6544342, 106.65299988, 106.65183258, 106.65093994, 106.64952087, 106.64941406, 106.6474762, 106.64358521, 106.64358521, 106.64358521, 106.64207458, 106.63928986, 106.62468719, 106.62468719, 106.62468719, 106.6240387, 106.62400055, 106.62377167, 106.62355804, 106.62341309, 106.61829376, 106.61853027, 106.61831665, 106.61831665]",10,19
"[10.74070454, 10.74088955, 10.74335957, 10.74466991, 10.7451601, 10.74534988, 10.74534988, 10.74534035, 10.74536037, 10.74542046, 10.74545956, 10.7453146, 10.74895954, 10.74948978, 10.74973965, 10.74977016, 10.74971008, 10.74977016, 10.74975014, 10.74967003, 10.74960995, 10.74956036, 10.74958992, 10.74962997, 10.74973011, 10.74999046, 10.75026989, 10.75023174, 10.75026989, 10.75043011, 10.75069046, 10.75078964, 10.75080013, 10.75074005, 10.75080013, 10.75070953, 10.75067997, 10.75065994, 10.75065994, 10.75061989, 10.75061989, 10.75065041, 10.75070953, 10.75078964, 10.75086975, 10.75088978, 10.75105953, 10.75183868, 10.75256634, 10.75256634, 10.75442123, 10.75535011, 10.75535965, 10.75535965, 10.75535011, 10.75586033, 10.75597, 10.75636101, 10.75663471, 10.75972366, 10.75983047, 10.75990009, 10.7599802, 10.76000023, 10.76000023, 10.7613802, 10.76138592, 10.76138592, 10.76774406, 10.76795483, 10.76776505, 10.76776505, 10.76759624, 10.76741791, 10.76739597, 10.76745987, 10.76764965, 10.76789188, 10.76870346, 10.76870346, 10.77045345, 10.77192879, 10.77700901, 10.77696037, 10.7778101, 10.78003025, 10.78229046, 10.78347969, 10.78514957, 10.78600979, 10.78750038, 10.78874969, 10.79039001, 10.79096985, 10.79195976, 10.79218006, 10.7921896, 10.79222965, 10.7922802, 10.79238033, 10.79249001, 10.79263973, 10.79370022, 10.79401016, 10.79481506, 10.79838181, 10.80021572, 10.80112267, 10.80120659, 10.80027962, 10.79798222, 10.79772854, 10.79997826, 10.80008984, 10.80093956, 10.80189037, 10.80200958, 10.8020401, 10.80206966, 10.80202961, 10.80202007, 10.80206966, 10.80214024, 10.80241966, 10.80255032, 10.80268002, 10.8027401, 10.80282021, 10.80301952, 10.80337048, 10.80366993, 10.80387974, 10.80416012, 10.80461979, 10.80502987, 10.80558968, 10.80605984, 10.80626011, 10.80667973, 10.80708981, 10.80741024, 10.80803967, 10.80877018, 10.80947018, 10.80982971, 10.8110199, 10.81392956, 10.8168602, 10.81725025, 10.82034969, 10.82194996, 10.82240963, 10.82277966, 10.82316971, 10.8236599, 10.82380962, 10.82425022, 10.82528973, 10.82678032, 10.82892036, 10.83325005, 10.83324909, 10.8473835, 10.84913349, 10.85079765, 10.85639763, 10.85639763, 10.85639763, 10.85639763, 10.86309433, 10.86668205, 10.86790943, 10.86938477, 10.87442589, 10.87473679, 10.87345123, 10.87425232, 10.87497902, 10.87507439, 10.87453651, 10.87424183, 10.8738203, 10.87358856, 10.87380505]","[106.61831665, 106.6181488, 106.6211319, 106.62268066, 106.62328339, 106.62371063, 106.62373352, 106.62375641, 106.62384796, 106.62391663, 106.62393951, 106.62413025, 106.63877106, 106.64089966, 106.64212799, 106.6428299, 106.6428299, 106.6428299, 106.64391327, 106.64488983, 106.64626312, 106.64746857, 106.64768982, 106.64871979, 106.6496582, 106.65100098, 106.65254211, 106.65255737, 106.65254211, 106.65338898, 106.65453339, 106.65473175, 106.65490723, 106.65592957, 106.65647888, 106.6574173, 106.65840912, 106.65899658, 106.65908051, 106.65914917, 106.65920258, 106.65926361, 106.65930939, 106.65930939, 106.65926361, 106.65921021, 106.65925598, 106.65914917, 106.65893555, 106.65893555, 106.65847778, 106.66317749, 106.66319275, 106.66319275, 106.66317749, 106.66575623, 106.66629028, 106.66805267, 106.6696701, 106.66900635, 106.66905212, 106.66903687, 106.66898346, 106.66893005, 106.66886902, 106.66854095, 106.66856384, 106.66856384, 106.66724396, 106.66776276, 106.67037964, 106.67037964, 106.6741333, 106.67433167, 106.67453003, 106.67465973, 106.67475891, 106.67469025, 106.6752243, 106.6752243, 106.67668915, 106.67821503, 106.68414307, 106.68399048, 106.68488312, 106.68717194, 106.68961334, 106.6908493, 106.69246674, 106.69332123, 106.69470978, 106.69593811, 106.69753265, 106.69812775, 106.69902802, 106.69936371, 106.69947052, 106.69959259, 106.69967651, 106.69972992, 106.69975281, 106.69992065, 106.70092773, 106.70124054, 106.70222473, 106.70555115, 106.70780182, 106.71005249, 106.71316528, 106.71612549, 106.72011566, 106.72153473, 106.73419952, 106.73417664, 106.73867035, 106.74376678, 106.74430084, 106.74456787, 106.74524689, 106.74575806, 106.74610901, 106.74642181, 106.74662781, 106.74725342, 106.74761963, 106.74810791, 106.7483902, 106.7485733, 106.74938202, 106.75038147, 106.7510376, 106.7514267, 106.75183868, 106.75256348, 106.75305176, 106.75366974, 106.7541275, 106.75431061, 106.7546463, 106.75495911, 106.75520325, 106.75559235, 106.7559433, 106.75621796, 106.7563324, 106.75662994, 106.75717163, 106.75772858, 106.75784302, 106.75843048, 106.75881195, 106.75891876, 106.75904083, 106.75920105, 106.7594223, 106.75946045, 106.75966644, 106.76029205, 106.76112366, 106.76235962, 106.76477814, 106.76477814, 106.77277374, 106.77410889, 106.77590942, 106.78538513, 106.78538513, 106.78538513, 106.78538513, 106.79666901, 106.80260468, 106.8044281, 106.8059082, 106.80966949, 106.80928802, 106.80831909, 106.80731201, 106.80576324, 106.8052597, 106.8050766, 106.80490112, 106.80445862, 106.80324554, 106.80202484]",10,20
